date;close;volume;open;high;low
2011/02/17;164.24;3229271;163.3;164.67;162.85
2011/02/16;163.4;3215906;163.33;163.6;162.75
2011/02/15;162.84;3767903;162.89;163.57;162.52
2011/02/14;163.22;4129738;164.18;164.38;162.85
2011/02/11;163.85;5185297;163.98;165.01;163.31
2011/02/10;164.09;5737226;163.9;165;163.18
2011/02/09;164.65;4633503;165.62;165.97;164.1
2011/02/08;166.05;5612393;164.82;166.25;164.32
2011/02/07;164.82;4928087;164.08;164.99;164.02
2011/02/04;164;3755128;163.48;164.14;163.22
2011/02/03;163.53;4683395;163.16;164.2;162.81
2011/02/02;163.3;3903982;163.4;163.6;162.61
2011/02/01;163.56;5827646;162.11;163.94;162
2011/01/31;162;7194757;159.18;162;158.68
2011/01/28;159.21;6720933;161.05;161.9201;158.67
2011/01/27;161.07;4878259;161.43;162.18;160.86
2011/01/26;161.04;5353095;161.67;161.904;160.42
2011/01/25;161.44;8259892;159.21;164.35;159
2011/01/24;159.63;7242611;155.42;159.79;155.33
2011/01/21;155.5;7008510;156.4;156.78;154.96
2011/01/20;155.8;7439837;154.53;155.96;154.45
2011/01/19;155.69;12139690;153.26;156.13;152.8301
2011/01/18;150.65;9135117;149.82;151.465;149.38
2011/01/14;150;4544199;148.89;150;148.47
2011/01/13;148.82;3443314;149.24;149.29;148.25
2011/01/12;149.1;3994942;147.99;149.29;147.67
2011/01/11;147.28;4163471;148.2;148.35;146.75
2011/01/10;147.64;3633350;147.58;148.06;147.23
2011/01/07;147.93;4135379;148.79;148.86;146.94
2011/01/06;148.66;5029170;147.13;148.79;146.82
2011/01/05;147.05;4657395;147.34;147.48;146.73
2011/01/04;147.64;5059388;147.56;148.22;146.64
2011/01/03;147.48;4602144;147.21;148.2;147.14
2010/12/31;146.76;2969433;146.73;147.07;145.96
2010/12/30;146.67;3038204;146.36;147.11;146.25
2010/12/29;146.52;3661039;146;147.5;145.71
2010/12/28;145.71;2699568;145.31;146.15;145.06
2010/12/27;145.34;2313687;145.12;145.7;145
2010/12/23;145.89;2424501;145.89;146.33;145.33
2010/12/22;145.95;3388701;145.66;146.4;145.58
2010/12/21;145.74;3777040;144.99;145.99;144.33
2010/12/20;144.51;3980393;145.39;145.54;144.39
2010/12/17;145;10007010;144.69;145.5;144.4
2010/12/16;144.55;4177284;144.84;145.32;144.15
2010/12/15;144.72;4432122;145.13;145.72;144.31
2010/12/14;145.82;4800776;144.26;146.01;144.26
2010/12/13;144.28;4740976;145.14;145.4;144.21
2010/12/10;144.82;3502880;144.88;144.95;143.73
2010/12/09;144.3;4403889;145.94;145.94;143.52
2010/12/08;144.98;4961315;144.35;145.65;143.84
2010/12/07;144.02;4821877;146.02;146.2999;143.87
2010/12/06;144.99;3321241;144.54;145.87;144.52
2010/12/03;145.38;3710584;144.25;145.68;144.25
2010/12/02;145.18;5373926;144.33;145.85;144.3
2010/12/01;144.41;6822774;143.61;145.13;143.51
2010/11/30;141.46;7674720;142.24;142.76;141.28
2010/11/29;142.89;5038356;143.53;143.67;141.5
2010/11/26;143.9;2081260;145.3;145.3;143.57
2010/11/24;145.81;4873919;143.95;146.44;143.82
2010/11/23;143.18;4570235;144.24;144.53;142.33
2010/11/22;145.39;3693004;144;145.43;143.56
2010/11/19;145.05;5015357;144.38;145.35;143.99
2010/11/18;144.36;4247264;143.04;144.99;142.75
2010/11/17;141.95;4785825;142.49;142.49;141.39
2010/11/16;142.24;6348494;142.93;143.38;141.18
2010/11/15;143.64;3827626;143.89;144.75;143.27
